hr,rr,dngr
76.5657561,22.3608848,F
93.96186804,24.06112819,F
88.06490329,23.31180323,F
107.0634222,25.87090849,F
104.0897617,23.1429277,F
103.4382617,26.40900864,F
90.54584248,24.72810335,F
106.0672687,27.55250066,F
110.6194302,24.56981828,F
97.6407242,23.06477311,F
76.97888,22.49513406,F
96.68640242,26.59475389,F
101.3639734,24.00481741,F
94.50859652,23.13091075,F
92.34793758,24.34596759,F
86.69783252,26.41851213,F
94.30324003,29.43702551,F
96.21507419,28.22809151,F
107.6425029,26.38946848,F
104.8182403,27.85288414,F
92.13001707,21.37312626,F
93.22260891,25.5686009,F
85.5974543,24.33580186,F
92.31535478,24.52704331,F
80.85770322,25.48818273,F
103.7528048,21.34628351,F
99.60225924,22.10323771,F
88.78436266,25.48010883,F
98.71678754,26.16372572,F
90.57500603,24.20184896,F
93.87675582,24.68581672,F
81.63214055,26.92320524,F
101.2049774,23.10605784,F
113.3137493,23.89052225,F
95.64896676,26.05046935,F
89.09091596,21.06827591,F
97.51029559,24.44294483,F
99.15201731,27.81703416,F
100.3179688,25.80844249,F
98.04053784,22.84923791,F
86.63502023,24.69662672,F
85.22434713,26.23969679,F
105.933075,23.64537549,F
100.0385584,22.68448835,F
93.29607596,22.97883306,F
88.30324814,26.54809326,F
111.1554465,24.07488862,F
69.27939808,20.12681786,F
101.1531247,23.31085668,F
88.08180867,27.72591051,F
83.9665395,25.07812331,F
87.39851525,24.89868473,F
96.19718177,24.00481167,F
89.27167913,24.13588522,F
79.72553604,24.41606772,F
101.3340115,28.80474853,F
91.90905295,27.2861977,F
94.90593459,25.51576034,F
105.5816786,25.26646696,F
91.21176304,26.65360483,F
116.5391722,25.47199237,F
94.85860265,28.03492798,F
86.35060808,24.12993128,F
104.0323953,26.23041718,F
100.0164572,25.21414279,F
85.39707542,25.10833518,F
101.7221104,27.39402138,F
80.38702554,28.32247633,F
92.4469911,27.45873162,F
100.6285288,22.83274793,F
93.30664149,22.66142546,F
96.42739309,23.45318408,F
90.336237,24.93512506,F
88.87237304,28.3499788,F
97.91898616,23.08415157,F
101.5823312,25.49754292,F
104.6492238,23.73244255,F
100.1445828,23.8567452,F
94.87151664,24.02560705,F
87.28380447,26.25784022,F
110.167287,25.64378414,F
90.24175158,27.38492225,F
99.40821976,24.61348961,F
94.28618237,25.76966374,F
85.31813855,26.37296493,F
98.71644129,27.52118928,F
104.6319849,24.50505851,F
105.9641766,23.92590756,F
106.4692444,25.60110052,F
89.44219639,24.59090489,F
112.3397373,24.10979357,F
89.41971299,25.34738863,F
107.1200653,24.52717304,F
85.89082676,24.02002114,F
96.54647143,24.76793512,F
103.1343242,26.60909078,F
94.26831154,22.98973727,F
100.9242973,23.05191096,F
100.7956426,23.29224474,F
105.4121805,22.26440181,F
88.6325718,26.4353634,F
98.91755131,25.09183758,F
93.85369217,27.50041163,F
96.36716169,25.10473218,F
84.54283595,23.91988067,F
83.86124055,25.5500132,F
93.06713073,27.04605188,F
91.57066791,22.38018449,F
102.2060288,25.81424473,F
84.83676732,23.98315916,F
98.80301756,26.72657009,F
76.91077504,23.9215414,F
105.8560661,22.90983574,F
101.9335116,25.97818135,F
89.25844549,24.85948634,F
107.6040908,23.86335948,F
87.04014269,27.92575314,F
104.3359583,22.88422654,F
104.1438796,23.88772213,F
93.28784333,24.1335114,F
94.2509607,24.58093611,F
88.2019684,26.99674971,F
87.32607494,25.30947886,F
85.69050443,21.92541443,F
94.83722524,22.31415866,F
89.50865695,24.34784444,F
91.1384482,24.81826543,F
92.31760533,24.04514745,F
85.95756617,23.81293117,F
107.4057629,23.06078326,F
94.68948493,23.16033292,F
92.5418483,22.87126936,F
82.778181,25.5427956,F
108.4799077,27.50893783,F
114.9128212,26.17290663,F
95.22311752,24.9913214,F
93.75888787,23.39474039,F
105.1834763,23.55702386,F
97.22498591,23.54861362,F
94.93032942,24.72737832,F
75.56939745,26.32995608,F
84.74187408,27.40144797,F
90.47342828,26.45251394,F
98.78050563,25.28838637,F
91.30353298,21.73971465,F
100.7986324,28.19295895,F
97.98329564,22.84955143,F
108.9660754,25.29602498,F
87.42808542,24.51484621,F
101.6314693,23.25347826,F
102.288801,24.55293987,F
91.48344702,27.57395629,F
106.2383697,25.22211806,F
115.7481911,23.37164791,F
91.99483694,23.05256135,F
93.18944506,24.05306894,F
96.87957123,23.83131337,F
96.23704636,21.94591351,F
94.45925336,23.15060753,F
104.842421,26.97190237,F
85.39971177,26.12061289,F
93.48314904,25.56158179,F
104.2993057,23.85045749,F
92.41586564,24.19903324,F
91.95237491,24.03700477,F
95.16245511,23.98277934,F
110.7975206,24.26129671,F
108.3879061,23.95662064,F
96.03938201,24.49069159,F
93.3655258,24.56847992,F
87.51946885,25.73955724,F
73.40407923,23.77569068,F
100.9454072,24.81396065,F
89.71899614,22.12616515,F
85.40653853,26.17364315,F
83.90737622,23.01122287,F
92.63445453,28.03640101,F
93.29460416,26.94833951,F
91.62779445,24.09827933,F
104.9477336,27.32908726,F
96.40208275,26.38432002,F
91.68054455,22.92003205,F
103.5151218,28.14933859,F
105.2214074,25.75310121,F
105.5715248,25.43724682,F
78.75504908,26.59396166,F
99.73981467,24.27841068,F
103.5058053,24.96077411,F
87.5063443,26.03087225,F
110.3583688,24.4865393,F
79.36537606,27.5557505,F
83.39365197,27.5359636,F
79.84912239,22.71190769,F
105.3365504,27.32239496,F
99.95563648,25.14561134,F
91.47749321,26.93690108,F
95.1352534,28.58413176,F
96.55403423,24.74385935,F
95.08571364,24.20148836,F
98.86987081,25.26676933,F
93.12528709,26.45766272,F
91.43510791,27.97523281,F
83.73424247,26.1446255,F
102.237499,24.63028738,F
100.0065344,23.33539315,F
91.16881398,24.06135168,F
102.2147598,24.21760771,F
91.30268227,24.44830842,F
100.1803705,24.92120708,F
80.83349225,25.15751652,F
99.18048134,25.10651014,F
90.32043358,25.26507928,F
106.8496296,23.56176965,F
92.5542584,25.42423706,F
88.41670652,29.03030796,F
104.4831379,25.24291653,F
86.81849493,25.57105806,F
89.91396503,25.99612693,F
93.77706634,26.49467134,F
96.34609919,26.73160666,F
108.5949599,22.22698558,F
105.7959527,24.60148765,F
103.0720593,25.03322812,F
96.74133338,23.48269411,F
94.33446039,26.40921666,F
80.16858172,24.38018508,F
96.8159781,25.69203594,F
92.30900419,24.64057846,F
73.92957643,24.16153408,F
93.30396556,23.61898821,F
98.05847081,26.01317505,F
85.86626808,28.13945083,F
97.82101332,24.67710262,F
94.56857591,25.41419352,F
90.3492209,22.15170316,F
82.90695029,22.70551887,F
116.4853809,24.29735541,F
96.09901901,24.2841378,F
93.3359947,26.32307158,F
104.3466228,22.07565677,F
95.88481155,25.43831135,F
96.53745465,25.21292739,F
95.41200557,25.76527631,F
104.3894522,24.49807435,F
74.97508932,25.74902229,F
110.1917174,26.51917571,F
99.71070322,24.0287827,F
105.6035892,26.72487028,F
104.1303094,23.91431235,F
99.29691427,27.6815824,F
92.55336483,26.67649706,F
86.90978439,24.89576219,F
108.2882085,24.68908783,F
91.53837769,23.33590434,F
92.14343483,23.58307368,F
92.66599882,24.85298877,F
94.53324208,25.39172792,F
113.8569855,26.72111035,F
99.19762035,25.09968125,F
86.30089276,24.03506732,F
99.50660958,25.78396435,F
100.429988,27.13557132,F
96.17920163,24.84728622,F
101.3746938,23.09922037,F
92.6902499,25.3573205,F
83.94477166,22.70993093,F
108.5812255,24.6277387,F
88.60457476,25.21136827,F
93.021503,24.57370917,F
90.6595731,26.05243019,F
86.55531351,24.1804357,F
104.6145699,25.0813233,F
87.84130945,26.70156792,F
85.18631865,24.96312858,F
104.718011,24.15163624,F
91.78743889,23.29995657,F
106.8601762,21.46705024,F
92.50411473,25.91918519,F
90.9678191,25.88078321,F
97.22684809,19.96002592,F
94.9957536,25.81416225,F
73.63006426,23.58723502,F
97.21209881,21.02738295,F
84.23668846,25.31706065,F
111.1772476,27.75282204,F
89.81030107,23.13667404,F
96.68666933,24.07860519,F
86.20401395,22.97837931,F
107.9867593,24.51582519,F
99.38975062,23.59147069,F
103.0311859,23.34684349,F
94.8563909,24.45709371,F
103.92922,25.74131545,F
97.2181731,26.34612052,F
90.37189284,26.03429273,F
96.71832654,23.8684789,F
108.4167525,24.28325278,F
109.2059472,24.88840135,F
102.8641801,20.23141636,F
87.90574743,25.22065877,F
103.8901952,28.0295171,F
83.26879062,24.55754205,F
87.42353833,28.51657802,F
79.36755092,25.23529095,F
102.4563534,23.61961797,F
88.09411867,26.09223482,F
90.86618419,24.97851757,F
93.2941102,25.64529723,F
92.33122236,24.44966619,F
88.48009487,26.22710032,F
86.31639083,21.73793396,F
87.17744215,24.90768926,F
97.36269881,26.38222372,F
73.57760379,23.85499351,F
97.01599539,26.56565651,F
82.57136051,24.9370981,F
96.35412845,23.91808136,F
96.7910977,26.87854579,F
102.6062206,27.32257238,F
95.69440826,24.15946586,F
100.0152458,23.46144509,F
96.9095574,23.76810131,F
90.4969773,25.48871297,F
94.84902692,24.15766766,F
97.1900791,23.6581095,F
97.86127538,27.81652336,F
92.9259165,27.99532524,F
88.09763454,24.80709612,F
88.56649473,24.73646505,F
101.5744657,25.98336482,F
110.5484319,26.25399337,F
101.4375635,24.61238526,F
98.65182137,24.59067563,F
102.3558634,25.51400992,F
106.1335829,23.79341989,F
98.34135939,26.92316147,F
98.26915826,22.27925354,F
94.12549533,27.02154378,F
92.85533334,25.6036351,F
97.58915327,28.95758168,F
95.06214305,21.43693309,F
101.1503823,26.13719135,F
109.320392,25.22462763,F
76.32783834,25.44322297,F
97.20495933,23.03016129,F
104.7875341,26.1117624,F
106.8257248,24.39647885,F
95.60071817,23.54704177,F
86.22180502,24.69079735,F
91.32902724,26.94598759,F
91.07928489,27.43701741,F
92.32741846,24.68828006,F
98.52319087,25.94222309,F
102.0266119,22.03479648,F
100.7925728,26.05821314,F
79.06783466,22.27018884,F
105.7566194,27.65196452,F
90.01252245,27.64327074,F
96.05035391,24.13705525,F
90.41797244,25.56572546,F
102.688166,22.59553069,F
98.42173852,24.70216019,F
87.43325868,25.25042863,F
107.9191912,24.43342725,F
87.84157952,25.66125633,F
101.607663,24.95301814,F
96.14223447,24.15528468,F
98.26493015,27.17738217,F
106.0445975,24.09399485,F
98.88155714,23.48382887,F
89.59797427,25.61387889,F
83.00443018,28.34328864,F
106.6051958,27.69373749,F
92.84302515,23.64501224,F
112.4704505,21.63415584,F
104.1729966,25.62774566,F
91.11094071,25.51686047,F
98.14294102,23.87895142,F
96.25115478,24.82091182,F
79.01414683,26.36068294,F
99.41393303,25.05934061,F
84.84683424,27.63661054,F
84.94683718,27.57935459,F
88.27495952,25.45939311,F
99.48188017,22.78382688,F
102.7931942,24.23278272,F
93.0828444,21.50311149,F
92.2041796,19.72792043,F
90.75605133,25.16141475,F
94.92120827,24.71798493,F
83.50609206,23.69227096,F
93.08013602,27.40673725,F
88.787944,25.50425739,F
95.2249257,25.77988786,F
95.40864358,24.77113201,F
106.9893417,25.46850966,F
89.44193678,25.2364722,F
96.03323075,26.73605821,F
101.9283657,24.77328603,F
87.77207608,24.33493086,F
87.82166419,24.43171161,F
95.20025568,27.18340432,F
105.1684354,25.47027516,F
109.1248345,26.34957495,F
93.85106342,23.77864927,F
97.5405033,25.52167709,F
101.616003,25.55579447,F
85.14051852,26.81254713,F
106.8427114,24.57762197,F
81.25070346,24.35889229,F
85.51990946,23.35694659,F
117.0042033,27.13727053,F
106.9864881,23.87679861,F
86.50931212,23.90952654,F
115.0659965,23.21811107,F
103.1240871,21.64945276,F
101.754921,24.9813677,F
117.2233129,26.20813287,F
96.69080208,22.00816831,F
109.4408226,22.95639531,F
96.73118936,23.19159202,F
105.4670442,30.50776197,F
99.62340697,24.38058523,F
94.08217545,25.54180639,F
98.56398105,24.39437801,F
88.34220744,27.47835281,F
98.94645977,24.86303969,F
99.06790097,25.0217433,F
90.88632896,24.99859951,F
94.02937746,27.71088696,F
96.1818673,22.61461404,F
107.9902732,25.67367156,F
87.66404649,26.71953659,F
97.5231254,23.34887457,F
82.99079942,23.79177,F
99.19562889,25.5345647,F
82.67391904,24.50528353,F
98.7233109,27.05277626,F
96.37287995,24.37887648,F
108.4262363,24.20086788,F
87.96056816,26.37061546,F
77.78615503,25.71592616,F
87.91466058,25.30125539,F
104.2260341,23.83102855,F
94.03800429,27.85839794,F
100.1688526,28.70906437,F
85.29269097,28.11770591,F
97.52685305,25.02309678,F
98.7685281,23.99449673,F
105.6744608,23.58072792,F
98.10841342,26.49947411,F
83.74259823,23.72833273,F
86.70825108,24.4143969,F
105.0427921,26.47133949,F
109.0190139,26.10677859,F
100.0603343,23.56708729,F
102.0062984,24.92954895,F
75.01814442,28.15329133,F
85.04985076,26.47928172,F
94.42531964,24.84735132,F
105.5167803,23.66421927,F
83.34373768,24.0200636,F
93.51411509,27.38826504,F
114.0836788,24.98963092,F
99.15129218,26.69724313,F
109.6994064,21.57785072,F
82.12559213,26.58968611,F
96.40935327,24.35772471,F
95.66400613,24.75566566,F
101.1220509,23.26945956,F
93.02280326,24.45450916,F
101.8507589,26.93006248,F
100.038297,26.2280156,F
88.24323729,25.28704804,F
87.81098113,24.17748452,F
81.4023557,25.45707727,F
91.22231104,26.04025338,F
98.43779755,25.54779886,F
82.64769529,26.2017723,F
91.73570298,23.84633109,F
87.03449142,26.41848274,F
89.97952181,23.86656572,F
97.48936921,25.34633364,F
82.52777646,26.38101152,F
98.17826921,22.89825214,F
94.54627842,25.15619535,F
101.4419242,25.17717743,F
89.44559355,22.3881436,F
92.78105301,27.28563405,F
99.36549546,25.77239518,F
81.81938139,24.73596042,F
92.53138235,25.51063983,F
93.03426184,23.73222575,F
107.8440134,23.17245803,F
90.98705463,26.16819039,F
110.3014996,25.68635851,F
99.51031008,23.4002076,F
93.38857761,26.36815504,F
91.02829386,23.11158744,F
102.0345837,22.77992074,F
101.4292535,27.47412281,F
89.87205212,22.80285684,F
107.5949154,23.20229543,F
111.3010661,26.47194442,F
94.53500429,23.79578743,F
92.81112113,23.3696555,F
93.36587637,22.95657017,F
98.20534488,26.95327024,F
101.7927333,28.51696511,F
99.99494554,23.62674431,F
88.75270801,25.07759179,F
93.06176817,25.73839339,F
98.42916606,26.078199,F
92.99402543,24.31538552,F
108.6349981,24.41125694,F
78.26630896,26.30821229,F
89.92689331,23.76759843,F
104.8450718,25.48218722,F
93.33924036,23.96886408,F
86.96125203,24.73065627,F
89.50427494,24.7861799,F
92.09937186,22.92385758,F
115.5474342,24.81409991,F
90.33508313,23.02239477,F
105.3954239,23.89280364,F
100.0281689,24.89300216,F
84.76751809,26.49887018,F
88.28790784,22.59985619,F
98.95372575,24.70828637,F
94.83045967,26.98098952,F
102.6548905,21.73690547,F
93.80936201,22.77894768,F
85.85007675,24.66056124,F
98.30152864,26.54812538,F
93.95070442,24.51314395,F
74.56875162,25.51701523,F
87.5439602,23.50926952,F
106.3067512,26.45642569,F
112.3180886,26.2450608,F
99.7465363,25.74549637,F
93.34044221,26.98835911,F
103.2717996,23.13363555,F
82.85472429,26.11600224,F
112.3987164,27.30680028,F
92.20809162,23.90781024,F
100.0199138,24.03431068,F
90.81569428,24.12831174,F
85.50399994,24.20235604,F
96.66380557,25.26286363,F
99.76793554,25.02421464,F
103.3951374,24.33959625,F
103.0392224,20.86425901,F
91.2084064,25.21616861,F
92.22847844,25.78413972,F
82.33016143,28.86910063,F
96.89062759,24.65437074,F
90.75817979,24.61252841,F
97.75032593,25.38268405,F
104.0011625,26.13323668,F
87.03538995,25.5507217,F
89.49372487,25.43260033,F
104.0236207,24.36958677,F
85.96078424,24.22033534,F
93.69396371,24.15835971,F
90.74443949,24.50485585,F
88.16520119,24.7405307,F
95.71868579,24.38345442,F
100.25608,22.88152613,F
102.684825,26.87188795,F
106.4458324,23.38964916,F
107.3335098,24.80255407,F
94.94391861,27.01291371,F
99.17233704,28.23262502,F
96.16917375,23.91848015,F
107.9018484,23.65401299,F
97.32517274,25.64466341,F
84.85856097,22.47327,F
96.76432895,24.54752952,F
93.66181663,26.62919736,F
82.31077784,25.16905277,F
104.6614134,22.21356903,F
84.81906866,25.0253666,F
90.14606861,29.79296856,F
90.38695507,24.40627083,F
96.32632463,23.74042401,F
82.57666281,25.14466945,F
85.916674,22.98092373,F
90.40981313,23.03838945,F
79.91140806,24.47744796,F
94.2389127,25.33518573,F
119.0723224,22.75469158,F
91.60981567,24.41473956,F
85.05209466,24.56253393,F
89.63500818,24.72000847,F
88.05922588,25.30828996,F
97.96064868,26.26815493,F
96.22360061,25.3202145,F
102.2809555,24.91705567,F
83.32005627,24.69845522,F
99.33278408,29.48534969,F
99.65812681,21.84212758,F
95.43256244,26.94919578,F
106.5741697,22.00555963,F
108.1483818,22.74209618,F
98.99065666,26.31516708,F
94.41081927,26.09915973,F
96.95280919,25.96584396,F
80.39149067,25.96085997,F
108.2795997,25.5498421,F
84.62890002,21.96675357,F
94.75188485,26.02511843,F
92.01480292,27.75886396,F
89.81171929,23.07929357,F
104.4287209,24.69909362,F
80.058273,24.93782098,F
77.20062401,24.9711491,F
92.44468421,21.97788564,F
109.9427747,26.9784488,F
111.8335744,25.36904267,F
95.20976421,25.48929099,F
83.81457685,26.92343823,F
91.97380747,23.16432358,F
103.4652425,26.27354979,F
102.6669612,27.02433226,F
82.41398599,24.72812374,F
83.78865498,21.72529682,F
102.4654593,25.54874394,F
105.9380639,23.7908038,F
99.42993624,23.10324339,F
89.25826253,23.53292677,F
87.25076741,26.55174763,F
78.15565659,25.91917553,F
84.71371226,24.9428145,F
103.9052176,21.81139314,F
87.97282124,24.49774895,F
93.53286721,20.58979798,F
103.7553369,23.59290223,F
89.12662205,27.18235726,F
93.63858318,25.4237482,F
103.1225278,24.99054382,F
102.7625894,27.40865317,F
84.8612596,24.13926838,F
95.72967034,25.15527616,F
94.98050598,23.66480655,F
104.1634532,23.77695558,F
93.85428227,24.68064281,F
102.4828299,24.75324143,F
94.91154237,27.20176909,F
66.7576248,25.75192763,F
102.8568668,23.91563976,F
94.79911152,24.6557717,F
84.65742834,26.7723566,F
103.066124,21.98341702,F
82.26994615,24.24334402,F
88.32341532,25.8429315,F
88.79282962,25.34394717,F
85.1579253,24.51328329,F
112.4988919,24.22192841,F
116.9476736,26.701868,F
88.0190435,27.43536633,F
88.65840402,28.78341539,F
87.39743479,26.7721979,F
93.42841702,26.85987539,F
103.4897123,27.1409032,F
93.17311512,25.51702658,F
115.0899145,26.84303416,F
103.277845,21.80716948,F
96.4876981,23.40324343,F
104.8515946,25.73518083,F
93.86785365,25.21096097,F
98.30317673,25.54894927,F
102.1711834,26.49418637,F
88.15735919,27.50921533,F
106.2565236,25.02028413,F
93.60722647,26.39652887,F
93.20597804,22.53864996,F
92.95469337,27.19125442,F
100.5887023,26.15901389,F
94.99443599,25.01899221,F
110.9667338,25.83907624,F
87.63103689,25.41407545,F
88.15979318,22.95627654,F
112.9624603,22.45731527,F
89.96457252,22.15093982,F
93.13850069,25.04737874,F
101.8572367,22.89971518,F
77.44759495,26.32727162,F
97.19933233,23.80726805,F
92.6067999,28.51533177,F
106.7904276,23.09208688,F
106.8243227,25.6957617,F
92.53092751,28.19614127,F
112.8438341,25.01454978,F
104.1581003,22.85736192,F
83.3392247,25.70225009,F
75.32375028,24.68140653,F
99.77419603,25.74648997,F
100.5165512,25.35813277,F
86.05411388,25.81213118,F
90.93979581,25.27286951,F
96.61023729,23.98365401,F
92.81774125,23.80820188,F
94.05277457,24.96131154,F
74.94481078,26.68309292,F
96.05232377,23.92765831,F
106.72031,25.65978551,F
95.27088946,21.31933383,F
95.56688339,22.62061297,F
87.75880847,25.89006046,F
110.3036552,26.86260504,F
114.9096545,25.650839,F
102.4635442,26.01614775,F
88.32464576,25.9366379,F
104.4649154,25.84531715,F
92.71997401,24.05567115,F
99.94543989,26.62296182,F
103.2467227,26.74524859,F
98.78927034,25.44564765,F
87.75808282,29.32773295,F
105.5858508,24.22275421,F
111.6633988,24.89727878,F
92.7000103,25.27986161,F
105.2867978,23.5826493,F
110.2674781,26.94325567,F
98.25921577,23.54514258,F
88.4779156,26.57424391,F
95.94840633,26.36661068,F
99.54210177,27.89460092,F
99.55538968,26.52558242,F
81.75420323,25.64559849,F
107.6937744,23.11552857,F
103.4085017,22.91899814,F
84.02117457,26.95493587,F
92.22880632,24.23778168,F
81.19841904,26.24183739,F
96.72983859,23.00305669,F
101.1070893,26.4246218,F
93.93849826,24.52774122,F
80.87707699,25.58766446,F
95.01677502,24.33720829,F
92.37721043,24.26215586,F
94.9729944,28.66101232,F
88.46565554,26.37659953,F
104.3705038,27.09266447,F
113.3489672,27.72931204,F
91.20465302,25.21079685,F
97.83747792,23.88137001,F
96.01934996,24.68185762,F
81.40869719,24.47359725,F
80.20931919,25.63731901,F
79.28261448,20.00583955,F
91.99827404,24.8855898,F
107.0515166,24.20861082,F
92.30393228,27.53509666,F
95.58306222,25.20213508,F
96.80061386,26.06110203,F
95.70278206,24.74196484,F
95.42627892,23.33270585,F
93.22511944,26.31345962,F
89.23188139,23.62944688,F
105.3506732,24.80425192,F
82.0340239,23.65342417,F
99.58049724,22.99597665,F
83.90589293,25.21233713,F
86.65105463,21.16616641,F
93.75634363,25.50737045,F
93.3815311,27.32761441,F
82.08270668,24.19127601,F
112.7346489,22.57280116,F
84.84436447,27.01267941,F
71.78268532,24.84506192,F
82.25908274,25.72794202,F
96.89787877,26.38029111,F
97.60631178,22.73905341,F
84.7369781,24.0757056,F
89.14851835,23.90153845,F
104.2586055,24.61427396,F
94.86872466,24.45562812,F
86.30568151,21.97229673,F
98.72579387,20.54546055,F
102.0134993,23.78967129,F
105.0713113,25.54047076,F
97.58758079,27.30883766,F
96.20939685,26.19072796,F
87.15017555,25.8179332,F
89.13961245,26.75981218,F
76.52137938,23.4998368,F
97.31495141,24.79172917,F
91.35596478,24.1717658,F
88.32377401,27.57020549,F
105.6904398,25.68912107,F
104.8614408,24.80053623,F
103.6991289,24.33434716,F
89.36192931,24.13945705,F
105.087999,25.09175904,F
104.5457352,25.78631221,F
99.7037837,25.01529146,F
97.07051151,24.59089064,F
87.68567894,26.25957437,F
83.04749428,24.19777805,F
101.3359929,25.43691516,F
99.27835353,28.38332478,F
81.25958168,22.93849175,F
78.44211219,25.73145039,F
84.6004329,26.45565274,F
107.8748405,26.97428571,F
101.4492349,25.21505634,F
108.6149651,25.54007633,F
86.58058753,24.67326726,F
73.24086413,25.88946824,F
85.80052075,26.33596026,F
99.64345013,25.82982585,F
84.97191168,23.72305434,F
85.66700829,25.18334301,F
111.3131131,23.48268715,F
79.86331732,22.83919055,F
100.2112083,26.31092401,F
98.51471598,28.64777433,F
105.5278935,25.93863176,F
96.32969541,25.4921971,F
103.7087236,24.71034637,F
111.1648026,24.35277467,F
92.10998077,23.45207622,F
95.04745319,25.68538985,F
98.66115882,27.04296673,F
86.9396773,24.36814038,F
97.19523698,23.90120238,F
84.48086248,28.17121031,F
90.22928913,24.61371012,F
94.68730576,23.52997125,F
103.3277857,25.57189722,F
100.7442368,26.54593734,F
109.6090031,22.44855008,F
101.4033252,22.38433274,F
88.99801505,25.92469571,F
100.119128,23.44694404,F
99.35420139,24.93160815,F
97.70457553,23.74505152,F
83.79018796,24.09766327,F
100.4306393,24.6274532,F
102.7663661,28.11069815,F
94.68463545,25.76621402,F
91.76636004,27.78563058,F
76.32023507,23.70678941,F
87.1649035,23.42351611,F
82.07976896,25.83375131,F
87.76478041,24.12964128,F
95.93824372,25.03448937,F
93.57534846,23.88475201,F
90.02127265,23.15264177,F
90.78918387,25.59791435,F
110.5711485,24.59534426,F
99.14734989,25.3249134,F
89.77285495,23.51966787,F
92.92543727,24.63601314,F
93.93033909,26.07385635,F
86.70451793,25.00559799,F
96.03908745,25.88131964,F
112.7464712,23.48250532,F
92.3446203,23.99630999,F
99.25943439,24.31414234,F
79.06235922,23.70360506,F
94.21733966,21.18110555,F
102.4699632,20.20095619,F
85.0730783,24.3661996,F
101.5430037,21.99526542,F
81.87209727,25.13831274,F
94.93213378,22.19834038,F
98.9342174,25.25616764,F
91.25856279,21.80720006,F
89.2589159,24.92014044,F
94.44665324,28.22948718,F
104.455658,26.07090212,F
107.9327313,24.93226826,F
88.14284016,23.57061752,F
91.99718609,26.93086837,F
86.4763055,26.57854741,F
99.33702027,22.68180777,F
101.5398399,26.80488279,F
85.88064266,26.64055398,F
100.8842718,24.04657972,F
88.53381873,26.04481332,F
87.74444039,24.44740665,F
97.7108188,23.43696066,F
76.15730551,24.83093836,F
91.47594336,26.04805123,F
93.88208227,25.21080714,F
98.46167808,24.17871823,F
91.4919748,25.94727944,F
88.84853795,25.75515403,F
92.94104805,27.66332809,F
94.26523429,23.98916426,F
80.2212663,27.73338708,F
116.7463967,22.54855057,F
100.1090622,25.28690478,F
88.03282655,23.59220728,F
101.2126923,27.25974276,F
88.34113011,26.85145731,F
82.02870193,27.32677303,F
98.10637207,26.89984968,F
100.549403,23.93734829,F
99.57403278,24.64015561,F
95.93047743,25.48594096,F
85.69730049,24.36848439,F
97.05314083,25.88783601,F
89.34357634,24.53526943,F
98.12957114,26.01159992,F
91.38225503,24.51939116,F
77.8637039,23.3661966,F
92.0435081,23.30016715,F
91.55217435,23.81988669,F
83.65687028,24.94367224,F
95.95255245,24.75408011,F
75.39514788,25.71790661,F
105.2570741,24.70814585,F
68.97259311,24.95302398,F
91.19762886,25.10425517,F
96.25048586,27.69370607,F
96.80275907,25.6913476,F
81.59465525,23.86989936,F
93.14292057,23.72224838,F
107.1381678,27.58964126,F
86.91163244,24.65843672,F
95.48593847,23.47091042,F
89.71325455,25.80848958,F
